"appid","observed","fitted","pearson_residual"
2105620,894,1001.68598028445,-0.0377243954039206
2112750,137,1044.84814060575,-0.304013681173986
2115390,775,440.64787243744,0.282898099331489
2115490,37,337.880973607937,-0.339215970689302
2117370,17,35.1455044537888,-0.250579876755156
2122880,88,611.217881761822,-0.311235706324125
2126190,1899,772.236651035839,0.521483775301571
2128430,8,1684.59385474101,-0.33737850031329
2135960,86,649.225927130778,-0.314008892885633
2140810,3,4792.58822633979,-0.318263382720714
2143760,1,55.2591160007757,-0.448854891937989
2158690,31,1253.05312575116,-0.337062139596458
2165140,172,1383.32770484316,-0.300660922911281
2167530,10,73.7279358256185,-0.381754192551682
2171630,1617,2302.64822696578,-0.0989815416183364
2174300,2,103.988460481723,-0.417051087636494
2176710,17,914.764371634742,-0.346569374338699
2177940,1,900.686371828752,-0.353123813024443
2179390,33,176.780535543368,-0.328037453311041
2182990,3,253.772982020922,-0.385708698249566
2183670,590,6064.70158176862,-0.283779346664324
2185030,271,1235.45081576764,-0.270056647653889
2186270,27,39.4481939619247,-0.150715516437155
2192780,18,217.831580579456,-0.362956139493729
2201910,112,605.797415613503,-0.296560653043965
2204560,11,310.834259269016,-0.370017678691066
2208840,1,22.5409906474725,-0.496193736551094
2212790,552,493.772226310233,0.0435767553338532
2212830,15,418.980352074453,-0.360928763461987
2217720,22,2059.51241643206,-0.331139500701927
2218400,2920,1183.74116836875,0.508867785180166
2221390,90,733.275609536683,-0.31471129421624
2221780,46,2987.41113802982,-0.322199953234755
2228490,30,730.89621672744,-0.344098588826491
2234150,1366,48.2367246532159,12.7044737379109
2235200,1956,1873.5188428666,0.0148234024654236
2238440,74,412.573759659854,-0.307567614751847
2243700,3,624.629124164519,-0.361250980173195
2248170,11,51.5061953500214,-0.362680625070771
2262890,7,18.0456495591362,-0.330082981592313
2263360,379,1311.42930140086,-0.244987382326722
2268550,18,689.787181702502,-0.350941239033446
2271110,11,288.570771038308,-0.371300709898015
2279180,6,639.730520639555,-0.358952210706924
2279440,95,349.308971499269,-0.27656946813774
2282770,3,215.841951926437,-0.390473566216863
2285150,9557,2949.78117783954,0.733533768326695
2288470,2574,705.411423789582,0.952966846888144
2292540,3,452.722816826107,-0.369577056578731
2292870,24,107.846423932119,-0.329333969221586
2296120,9,157.57485657657,-0.384476820838967
2297590,17,361.853533430324,-0.360991192866469
2299690,62,389.106142209748,-0.316557359195495
2300120,1083,3068.82424560479,-0.211418405168653
2308690,1403,2237.98332099679,-0.124240028375475
2316640,12,196.473248554763,-0.374991484759687
2319790,1009,387.59797810059,0.60389187546457
2321250,63,1154.58249346767,-0.328556383087721
2321470,46306,936.35634395271,17.0825541945288
2324760,22,167.065534330681,-0.352092810526992
2327050,2,121.905340851253,-0.411407623702281
2327950,10,816.872208813648,-0.351610208451375
2334690,8,240.065173561036,-0.379162119469368
2336210,7,704.851577721456,-0.356202650829567
2345740,31,55.7166696153364,-0.202580810626782
2347080,810,1604.69014958676,-0.168401955154588
2350270,621,1622.44677761399,-0.209744248878288
2352620,15273,1434.92627165527,3.30325396145727
2353100,3,875.633601554718,-0.353005202013554
2357350,22,61.4761997192708,-0.289737313741094
2359270,14,101.205160667806,-0.367462181826327
2359390,14,91.7800292281765,-0.365227364989184
2361770,3550,2860.66701054515,0.0790579046021892
