"appid","name","total_reviews","raw_positive_rate","eb_all","eb_prior10","eb_prior20"
1296660,"Wartorn",130,0.730769230769231,0.735094924326989,0.736512111030481,0.737046607314074
1298430,"Warsong",10,0.7,0.748251820184381,0.758732768022143,0.762015159469791
1308940,"Misc. A Tiny Tale",112,0.991071428571429,0.982680838026524,0.982027346526764,0.981249992256249
1329030,"Puzzle - LINES AND KNOTS 3",13,0.923076923076923,0.892755660082402,0.893797703148418,0.892204796085096
1330360,"Fata Deum - The God Sim",409,0.591687041564792,0.59513801678453,0.59597493732487,0.596380797001933
1342490,"Daemon X Machina: Titanic Scion",1831,0.632441288913162,0.633086411048161,0.633253189905279,0.633331417446363
1342690,"Radiolight",413,0.905569007263923,0.904442900523785,0.90446232677114,0.904366203276722
1344550,"Warspace 2",83,0.590361445783133,0.606533867933068,0.610257714357955,0.612013155699617
1380990,"Hyper Team Recon",74,1,0.986950663868468,0.985933376026955,0.984762676193228
1386750,"Spindle",311,0.951768488745981,0.949396109211566,0.949266391499527,0.949044027069833
1395520,"The Séance of Blake Manor",3644,0.951152579582876,0.950947524050554,0.950935753044834,0.950916027551003
1408090,"The Office Type",11,0.272727272727273,0.470038226005693,0.496783339468145,0.509336940783677
1408730,"KindFolx",5,0.8,0.815231472989642,0.823965723203626,0.825074902022729
1421250,"Tiny Bunny",27145,0.834886719469516,0.834885132436805,0.834888250180112,0.834888501580333
1423630,"Holiday Harry",4,0.75,0.796877462908124,0.808201377778077,0.810308510358622
1425980,"Stone Simulator – Just Be a Rock",1524,0.949475065616798,0.948992544856509,0.948965880185924,0.948919729447672
1427070,"Mascot Mayhem",3,1,0.884765810979371,0.887697048511342,0.885017735402677
1447820,"The Girl from Arkanya",152,0.927631578947368,0.923799239290077,0.9237167879441,0.92338185544092
1449110,"The Outer Worlds 2",8398,0.731959990473922,0.732029166456254,0.732052695084911,0.732061820719715
1456570,"PixelJunk<U+2122> Eden 2",23,0.782608695652174,0.792037880699594,0.796406012203217,0.797475093008541
1471650,"The Knightling",489,0.871165644171779,0.870634016432111,0.870725399414366,0.870690122711108
1476400,"Northwind",60,0.8,0.802551437459769,0.804341168656517,0.804747745274787
1517560,"Droplet: States of Matter",15,1,0.950404719723233,0.948492790252201,0.945412433285724
1533140,"Prison Miner",5,0.8,0.815231472989642,0.823965723203626,0.825074902022729
1538550,"LEGO<U+00AE> Voyagers",1848,0.885822510822511,0.885632596701839,0.885648146549869,0.885633238025789
1541370,"Ultimate Theater Simulator",627,0.881977671451356,0.881458315431444,0.881511042787842,0.881471889150832
1548180,"Worship",197,0.776649746192893,0.778177469023779,0.778897536424042,0.77911660335337
1556010,"DriveCrazy",73,0.945205479452055,0.936195571221978,0.935861822683112,0.93509752050733
1558800,"Forgot",102,0.92156862745098,0.916303532336612,0.916258824263795,0.915817574656129
1560160,"ILA: A Frosty Glide",75,0.96,0.950105174846923,0.949593390438791,0.94873490459186
1567530,"Vlad Circus: Curse of Asmodeus",19,0.894736842105263,0.878532379989422,0.879933230948969,0.879047282186878
1574570,"Choice of Life: Samosbor",236,0.877118644067797,0.875882177176438,0.876044904665287,0.875958202489813
1575810,"Wander Stars",147,0.925170068027211,0.921310107218285,0.921242736893143,0.920907846961841
1583540,"Meco Rocket Simulator",15,0.8,0.80800143363747,0.813154090478582,0.814099360581525
1594040,"Wreckreation",359,0.637883008356546,0.641038917363177,0.641852268755588,0.642228461496311
1599420,"Rusty Rangers",27,0.888888888888889,0.877677778722419,0.878778131010986,0.878118105091373
1605250,"Moros Protocol",725,0.811034482758621,0.811173485365657,0.8113247196443,0.811355884376655
1620730,"Hell is Us",4254,0.837799717912553,0.837785454618394,0.837804572402195,0.837805709099527
1622630,"Otherskin",63,0.698412698412698,0.709776872971401,0.712944083565994,0.714210123055401
1623120,"Chaos on Wheels",34,0.676470588235294,0.699382498154317,0.705058528092066,0.707330007805243
1639710,"SquareMan-Boy",6,1,0.913414570778272,0.913285175424945,0.909930541051875
1644700,"Magic Boy",5,0.8,0.815231472989642,0.823965723203626,0.825074902022729
1645630,"FEROCIOUS",737,0.630936227951153,0.632543436657496,0.632956199633154,0.633149595588082
1652400,"Developer Daily",6,0.833333333333333,0.830543448233867,0.837335473971826,0.837708372017243
1657630,"Slime Rancher 2",43483,0.944691028677874,0.944674719644524,0.944673890035584,0.944672331565412
1660960,"Windswept",466,0.927038626609442,0.925763026212706,0.925730726730204,0.925614853134777
1665260,"Beyond Sunset",295,0.772881355932203,0.773987729665531,0.774489509424363,0.774647578187056
1670690,"Eternity Egg",572,0.823426573426573,0.823472309078172,0.823640143217447,0.823665098013356
1689390,"Mythrealm",32,0.875,0.867474988586934,0.86872133344496,0.868315642675301
1693040,"Synthwave Burnout",1056,0.745265151515151,0.745736532457724,0.745908366616404,0.745971621050161
1699230,"Hail to the Rainbow",2520,0.908333333333333,0.908139876438012,0.908141497531467,0.908124505435724
1710260,"Catsploration",5,1,0.905590772082171,0.906157895613021,0.902919151609382
1711790,"Knight of the Lions",12,0.833333333333333,0.831469964857636,0.836082626156889,0.836385686583097
1714530,"Blood of Mehran",60,0.6,0.62091744786473,0.625680964843069,0.627877023558203
1715860,"Fight.EXE",10,1,0.934970756429782,0.933490639668888,0.930118511694919
1717400,"Bulb Boy 2: Jar of Despair",50,0.84,0.838678159392876,0.84008601574459,0.840142960957945
1718460,"Terminator 2D: NO FATE",1441,0.842470506592644,0.842408933812601,0.842461676168332,0.84246283548356
1724030,"Eyes of Hellfire",153,0.705882352941177,0.710531784334125,0.711914109077071,0.712476099265369
1727750,"Old Salt",2,0.5,0.746518144640867,0.76635414103533,0.771777466428911
1731000,"Skulker",21,0.80952380952381,0.813616824837391,0.817452636264241,0.818100025499693
1735700,"Back to the Dawn",8544,0.942181647940075,0.94210047425893,0.942096586019042,0.942088865140468
1748160,"Warlordocracy",27,0.962962962962963,0.938161168785332,0.937314815687406,0.93551323178388
1752780,"City of Springs",38,0.868421052631579,0.862826379449159,0.864020338467126,0.863737422001165
1757300,"Jump Space",10663,0.85294945137391,0.852935141317104,0.852941214724408,0.852940704759509
1803850,"Lock & Key: A Magical Girl Mystery",31,1,0.971812602528984,0.97008536512356,0.967896019218687
1805570,"DEMONS",42,0.714285714285714,0.728611326103743,0.73271005442629,0.734240001047631
1817500,"Abandoned Archive",746,0.935656836461126,0.934786628226729,0.934753161390793,0.934672193276488
1820100,"DREAMOUT",66,0.939393939393939,0.929998123876212,0.929725591290289,0.928945307154939
1821550,"Snapshot Aquarium",7,1,0.920040873360553,0.919406246911038,0.915997391632726
1829920,"Aluna Rift",3,1,0.884765810979371,0.887697048511342,0.885017735402677
1844460,"Termina",6,1,0.913414570778272,0.913285175424945,0.909930541051875
1856490,"Arhaekon",26,0.923076923076923,0.905047963214802,0.905274000363506,0.904062495834557
1858790,"Bony Odyssey",1,1,0.852153574587866,0.860194089670355,0.859021775111307
1860290,"Moondrills",1,1,0.852153574587866,0.860194089670355,0.859021775111307
1861410,"IRON GUARD: Salvation",43,0.930232558139535,0.917565245844863,0.917440300012276,0.916471250411954
1864000,"Artis Impact",2301,0.848326814428509,0.848272793567907,0.848303090927737,0.848302099135725
1866640,"Kronos",1,1,0.852153574587866,0.860194089670355,0.859021775111307
1869290,"Supraworld",1466,0.917462482946794,0.917092886318766,0.917088984068504,0.917055714845763
1869780,"UnderMine 2",826,0.754237288135593,0.754773548829793,0.754980890938468,0.755054199070086
1880620,"Once Upon A KATAMARI",1344,0.912202380952381,0.91182302323774,0.911823057647719,0.911789433091096
1891030,"Dummy Dungeon",4,0.75,0.796877462908124,0.808201377778077,0.810308510358622
1893440,"INTO EVIL",104,0.923076923076923,0.917824360944849,0.917765412918691,0.917322899868918
1909840,"JIANGHU CHRONICLES",2047,0.703957010258915,0.704322927065435,0.704434032959152,0.704480497309317
1911200,"Sultan Of Egypt",1,0,0.710649405258107,0.737744240951264,0.745978427154954
1925940,"THE OFFICE ROOMS",21,1,0.961398640580626,0.959464762837403,0.956766643148657
1926610,"Nature Game System",47,0.74468085106383,0.754181740299706,0.757382998882585,0.758467766433708
1929290,"Bits & Bops",1787,0.916620033575825,0.916319453668012,0.916316723633342,0.916289696847656
1932190,"Outbreak: Shades of Horror",9,0.222222222222222,0.466061068770805,0.496385400655953,0.510445435365566
1935330,"SOPA - Tale of the Stolen Potato",13,1,0.945202489330826,0.943384622536829,0.940175252325093
1936360,"Escape From Mandrillia: Local Asymmetric VR+PC",181,0.955801104972376,0.951649282439184,0.951416777786081,0.95103360160518
1940870,"The Creator",43,0.813953488372093,0.815663617951124,0.817772410763695,0.818135415367162
1941370,"Dancin' Divas",56,0.928571428571429,0.918719673887318,0.918600344873749,0.91781626065543
1942500,"Retro Golf Mania",2,1,0.870481046513441,0.875445739968527,0.873339861248404
1943950,"Escape the Backrooms",136842,0.901536078104676,0.901532808445068,0.901532891473911,0.901532610417764
1946930,"公考刷题模拟器-我要上岸",18,0.611111111111111,0.665731341000176,0.676486400672492,0.680915261153539
1947160,"CYCLE",17,1,0.954704839520599,0.952755466110847,0.949806477100265
1951060,"Fantasy Zoo",17,0.823529411764706,0.824648518434128,0.828617237321587,0.829063492597735
1961850,"Toroban",60,0.866666666666667,0.863096100658115,0.863894569927666,0.863704652513649
1962020,"Space Tournament",5,1,0.905590772082171,0.906157895613021,0.902919151609382
1963370,"No One Survived",6960,0.649137931034483,0.649293518857385,0.649334962492129,0.649354038682424
1968180,"DIGGERGUN",21,0.952380952380952,0.924453186644817,0.923961731194113,0.922099988736416
1968440,"Strange Hunting Grounds",1,1,0.852153574587866,0.860194089670355,0.859021775111307
1976860,"MORSE",123,0.934959349593496,0.929921473250244,0.92976893033484,0.929328333226318
1983950,"Pet Desktop Adventure",2,1,0.870481046513441,0.875445739968527,0.873339861248404
1985300,"SIR ABANDON",7,1,0.920040873360553,0.919406246911038,0.915997391632726
1989960,"AirShooShoo",4,1,0.896212616889674,0.89775408144717,0.894724022111121
1995980,"Desktop Pachinko Idle",7,0.571428571428571,0.690453656140232,0.707640674550513,0.713924991563841
2000780,"Mole Maiden",14,0.928571428571429,0.898099992382339,0.89881514823616,0.897139081285115
2000970,"Beacon of Neyda",40,0.875,0.868781784847348,0.86978626759697,0.869433284176288
2012510,"Stormgate",2103,0.55206847360913,0.55286159625826,0.553048685220025,0.553142653135276
2016460,"Tales of the Shire: A The Lord of The Rings<U+2122> Game",3235,0.813910355486862,0.813936326098897,0.813969541680834,0.813976030317837
2018960,"Neolithic Dawn",30,0.6,0.638316307242026,0.646410027090518,0.649974658229824
2021390,"Bat to Bed",64,0.828125,0.828095503124938,0.829389928993834,0.829536946516389
2022230,"Yomi 2",104,0.923076923076923,0.917824360944849,0.917765412918691,0.917322899868918
2025870,"The Drain",17,0.941176470588235,0.911352732491775,0.911376056514427,0.909558815599422
2055400,"Knights Together",1,1,0.852153574587866,0.860194089670355,0.859021775111307
2058140,"Henry Halfhead",177,0.977401129943503,0.972442754741799,0.972081040097174,0.971613603500888
2060160,"The Farmer Was Replaced",8990,0.954505005561735,0.954419545398354,0.954414344203972,0.954406075740294
2070860,"Esophaguys",11,1,0.938781004972937,0.937151717056822,0.933826507027305
2074740,"Particle Hearts",20,0.9,0.883192216109955,0.884352876049761,0.88339088648462
2076520,"Death In Abyss",146,0.821917808219178,0.822151862001004,0.822795971041385,0.822893754463464
2077750,"RENNSPORT",86,0.511627906976744,0.532461650744195,0.53693988903078,0.539170120112554
2085620,"Second Sun",115,0.695652173913043,0.702273606822168,0.704160240281476,0.704938963408271
2092170,"By Grit Alone",6,1,0.913414570778272,0.913285175424945,0.909930541051875
2094910,"Pile Up!",959,0.741397288842544,0.74194036429642,0.742133770800977,0.742206024315609
2099220,"Mobmania",369,0.86449864498645,0.863904769385539,0.864044976399273,0.864010513059092
2105620,"Sektori",894,0.961968680089485,0.961064206310247,0.961004169679104,0.960916708515064
2112750,"Toziuha Night: Order of the Alchemists",137,0.795620437956204,0.796984387920525,0.797860680595036,0.798081525340434
2115390,"Project Unknown",775,0.818064516129032,0.818140014770045,0.818271786876955,0.818294930680608
2115490,"High School Dirty Secrets",37,0.972972972972973,0.952519942864892,0.951507706234378,0.949892782318945
2117370,"Mad World Survivors",17,0.647058823529412,0.694592197347658,0.704479008532327,0.708320508095205
2122880,"All Hands on Deck",88,0.715909090909091,0.723124583812123,0.725305540246086,0.726153709270292
2126190,"Rue Valley",1899,0.698788836229595,0.699199638931687,0.699322327047629,0.699374219423965
2128430,"Seven Seas: Adventures",8,0.25,0.499192752988305,0.529114233477975,0.542657990655168
2135960,"Rhythm Storm",86,0.918604651162791,0.91261986998185,0.912610963549346,0.912120899261462
2140810,"Trinity Building Editor",3,0.333333333333333,0.664183972084073,0.690974615417215,0.700620745641357
2143760,"Her Name",1,1,0.852153574587866,0.860194089670355,0.859021775111307
2158690,"Star Rift Saga",31,0.967741935483871,0.944834376619326,0.943884451968531,0.942153451718555
2165140,"Kentum",172,0.75,0.752650195177286,0.75362741705179,0.753972420044113
2167530,"V's Rage",10,0.8,0.810491465599515,0.816985391904392,0.8180496102115
2171630,"Return from Core",1617,0.753246753246753,0.753525370404465,0.753632578074137,0.753670762585955
2174300,"Piczle World of Puzzles",2,1,0.870481046513441,0.875445739968527,0.873339861248404
2176710,"MEAT 2",17,0.882352941176471,0.868000625462952,0.869996646918007,0.869311154098579
2177940,"Odania Sports Arena",1,0,0.710649405258107,0.737744240951264,0.745978427154954
2179390,"Dyer Expedition",33,0.848484848484849,0.845270146847336,0.847093385217885,0.847057449573994
2182990,"Autumn with the Shiba Inu",3,1,0.884765810979371,0.887697048511342,0.885017735402677
2183670,"Hotel Galactic",590,0.733898305084746,0.73485390241605,0.735179867963924,0.73530462178818
2185030,"Dealer's Life Legend",271,0.81549815498155,0.815767185371412,0.816147091117194,0.81621724408606
2186270,"她毕业了 So Long, My Youth",27,0.592592592592593,0.63574421847077,0.644631392305308,0.648537598321347
2192780,"Grimdark Survivors",18,0.0555555555555556,0.2502234147999,0.279134492087548,0.294010651891788
2201910,"Winds Of Arcana: Ruination",112,0.785714285714286,0.787876077017481,0.789020259636457,0.789337299984063
2204560,"Mineral Madness",11,0.909090909090909,0.880188157602032,0.882105669858237,0.880765311246851
2208840,"Amazing Space",1,0,0.710649405258107,0.737744240951264,0.745978427154954
2212790,"Asbury Pines",552,0.903985507246377,0.903157099243022,0.90317422513921,0.903103530955527
2212830,"Soul Taker",15,0.933333333333333,0.902936957694645,0.903379890327661,0.901641409050991
2217720,"Oxide Room 208",22,0.318181818181818,0.428337174143007,0.446567808785162,0.455638035078156
2218400,"Greedland",2920,0.83458904109589,0.834574932178153,0.834603968655342,0.834606366123018
2221390,"Damned 2",90,0.844444444444444,0.843392306355442,0.844167246689226,0.844172567693562
2221780,"Metavoidal",46,0.934782608695652,0.922314983623871,0.922098846156446,0.921124994150573
2228490,"Atomic Owl",30,0.9,0.887852380999381,0.888562871122507,0.88777947220667
2234150,"BACKROOMS: APPREHENSION",1366,0.831625183016105,0.831608199792588,0.831672472444984,0.831679031789605
2235200,"Neon Abyss 2",1956,0.686605316973415,0.6870418582467,0.687167794398206,0.687222386483021
2238440,"The Last Craftsman",74,0.945945945945946,0.936992459888901,0.936652026664075,0.935890501830908
2243700,"Isle of Leil",3,0.666666666666667,0.774474891531722,0.789335831964278,0.792819240522017
2248170,"DRINK HUMAN BEANS",11,1,0.938781004972937,0.937151717056822,0.933826507027305
2262890,"Whispers in the Dark",7,0.285714285714286,0.537395511326684,0.566463626310163,0.579210058184584
2263360,"HYPERBEAT",379,0.997361477572559,0.994689701659545,0.994453844233271,0.994191188351512
2268550,"Trans Theft Horso",18,1,0.956586889340369,0.954632736681953,0.951748487636765
2271110,"RogueViz Collection",11,0.909090909090909,0.880188157602032,0.882105669858237,0.880765311246851
2279180,"Death Nomad",6,0.5,0.664801203145056,0.685436071065589,0.693264033947981
2279440,"Soul Mates",95,0.978947368421053,0.969873228663877,0.969248855338276,0.9684274417614
2282770,"Jack the Ripper: Hunter Clan",3,0.666666666666667,0.774474891531722,0.789335831964278,0.792819240522017
2285150,"The Front",9557,0.667678141676258,0.667779715056696,0.667807779794078,0.667820364069416
2288470,"Aethermancer",2574,0.912587412587413,0.912388001378759,0.912387778688349,0.912370024343522
2292540,"Cosmic Waves",3,0.666666666666667,0.774474891531722,0.789335831964278,0.792819240522017
2292870,"Eternal Rising",24,0.75,0.765695387743035,0.770852830596562,0.772433612598845
2296120,"Dreadstone Keep",9,1,0.930654731507598,0.929376643866756,0.92597029800506
2297590,"Glory Hunters",17,0.823529411764706,0.824648518434128,0.828617237321587,0.829063492597735
2299690,"香恋Ready！",62,0.870967741935484,0.867118726628925,0.867830151926792,0.867607382158252
2300120,"Painkiller",1083,0.542012927054478,0.543604890776938,0.543976364533779,0.544163849226102
2308690,"Ground of Aces",1403,0.846044191019244,0.845965570747066,0.846016960815877,0.84601643889983
2316640,"Light On",12,1,0.942169460922484,0.94043076782283,0.937160828603458
2319790,"Captain Wayne - Vacation Desperation",1009,0.974231912784936,0.973356613747339,0.973290068841704,0.97320428844858
2321250,"A Corgi's Cozy Hike",63,1,0.984872350870934,0.98372815524505,0.982396837983941
2321470,"Deep Rock Galactic: Survivor",46306,0.861659396190558,0.861654958522596,0.86165615073792,0.861655905367706
2324760,"Florida Interstate '86",22,0.909090909090909,0.891515733191154,0.892282980309418,0.891204896576309
2327050,"Pyrite Tycoon",2,0.5,0.746518144640867,0.76635414103533,0.771777466428911
2327950,"Citadel Anew",10,0.5,0.623772529354113,0.642227520257647,0.649946257986372
2334690,"Detective Malinowski The Truth Will Be Revealed",8,1,0.925725065222174,0.924720141050274,0.921298523700963
2336210,"Monochrome Heights",7,1,0.920040873360553,0.919406246911038,0.915997391632726
2345740,"Rogue Tactics",31,0.935483870967742,0.917856150709668,0.917683538813502,0.916410884218423
2347080,"Frosthaven",810,0.725925925925926,0.726683177332314,0.726932381000677,0.727030429047645
2350270,"Primal Planet",621,0.888888888888889,0.888297696828032,0.888338954678281,0.888292048961191
2352620,"Fellowship",15273,0.748772343351012,0.748803717009276,0.748815452183736,0.748819726649985
2353100,"Ember the Werefox",3,1,0.884765810979371,0.887697048511342,0.885017735402677
2357350,"Primal Fray",22,0.818181818181818,0.820257493337593,0.823711415459532,0.824194610191977
2359270,"Bravest Chicken",14,1,0.947933226509594,0.946059372104065,0.942913707806658
2359390,"Just Climb",14,1,0.947933226509594,0.946059372104065,0.942913707806658
2361770,"SHINOBI: Art of Vengeance",3550,0.837183098591549,0.837167063572275,0.837190156135184,0.837191635108354
2365410,"A Call From Under the House",10,0.9,0.872731111014648,0.87523801578664,0.87408406095321
2367120,"Blood Lily Ghoststories",108,0.907407407407407,0.903172459206756,0.903255463632857,0.9029133454977
2372450,"Rootin' Tootin' Lootin' & Shootin'",6,1,0.913414570778272,0.913285175424945,0.909930541051875
2376990,"Meduziak",6,0.833333333333333,0.830543448233867,0.837335473971826,0.837708372017243
2377620,"Lord O' Pirates",21,0.857142857142857,0.850562278773199,0.852955667907532,0.852766679911934
2377720,"Super Power Racing",15,1,0.950404719723233,0.948492790252201,0.945412433285724
2393510,"Master of Luna",21,0.952380952380952,0.924453186644817,0.923961731194113,0.922099988736416
2398290,"King of the Arcade",3,0.333333333333333,0.664183972084073,0.690974615417215,0.700620745641357
2402620,"World Guesser",1,0,0.710649405258107,0.737744240951264,0.745978427154954
2403600,"Jamboy, a Jelly-cious Hero",44,0.977272727272727,0.959158264861679,0.958141838630023,0.956657998805858
2411100,"Mind Control: Bloody Renaissance",29,1,0.970204968338696,0.968431096949087,0.96615342366688
2416100,"Goodnight Universe",1338,0.968609865470852,0.967974198806788,0.967928329558059,0.967866225977903
2421540,"白猫骑士物语/ White Cat Knight",86,1,0.988651513829381,0.987745178453059,0.986711055091244
2424300,"Grey Heritage: Noble Duty",12,0.916666666666667,0.88681971289006,0.888256696989859,0.886773257593277
2424480,"No Heroes Here 2",13,0.615384615384615,0.682968343088707,0.695450025594775,0.700322971125108
2430170,"Hidden Pass",16,0.6875,0.726068810114011,0.734888250455522,0.738024258636206
2430540,"Radix Chronicle",31,1,0.971812602528984,0.97008536512356,0.967896019218687
2436660,"Splatterbot",10,1,0.934970756429782,0.933490639668888,0.930118511694919
2440940,"JUMPING JUMP NINJA",1,0,0.710649405258107,0.737744240951264,0.745978427154954
2444530,"Wreckage",5,0.8,0.815231472989642,0.823965723203626,0.825074902022729
2446540,"SLEEP AWAKE",163,0.717791411042945,0.721738483132997,0.722967152465465,0.723452283705036
2449060,"15 Minutes Dungeon",4,1,0.896212616889674,0.89775408144717,0.894724022111121
2451310,"Monster Mop Up",189,0.571428571428571,0.579401693287743,0.581265431932313,0.582175670510552
2453160,"Sword of the Sea",1628,0.893734643734644,0.893489784826747,0.893502142694747,0.893481966499095
2460920,"ACRES",209,0.803827751196172,0.804503554502186,0.805049723373174,0.805174711342946
2461360,"Click Cluck",3,0.666666666666667,0.774474891531722,0.789335831964278,0.792819240522017
2467850,"Wild Growth",513,0.84990253411306,0.849644013460479,0.849775554876754,0.849769237241813
2471390,"BloodRush: Undying Wish",45,0.977777777777778,0.959958033625413,0.958944232391323,0.957478152964234
2479770,"Troublemaker 2: Beyond Dream",142,0.950704225352113,0.945667676773549,0.945418480485272,0.944962778616769
2481640,"Mage and Monsters II",368,0.831521739130435,0.831461122885634,0.83169680163602,0.831720734293251
2483440,"Shroomtopia",18,0.944444444444444,0.915036096720342,0.914897545823459,0.91305802671059
2484630,"无尽的冒险",89,0.932584269662921,0.925896204829561,0.925735759425997,0.925168781071769
2486820,"Sonic Racing: CrossWorlds",11445,0.934731323722149,0.93467466176931,0.934672471530816,0.934667146857081
2488250,"Ploko",15,1,0.950404719723233,0.948492790252201,0.945412433285724
2488470,"Politon",81,0.901234567901235,0.8961164667148,0.896312897836912,0.895919912767607
2495610,"Elven Rivers 6: Guardians of Hope Collector's Edition",2,1,0.870481046513441,0.875445739968527,0.873339861248404
2495630,"Myth Finders",3,0.666666666666667,0.774474891531722,0.789335831964278,0.792819240522017
2495640,"World Wonders Hidden Histories 3",2,1,0.870481046513441,0.875445739968527,0.873339861248404
2500460,"Inventorix",129,1,0.992264425641712,0.99161512374688,0.990886726620455
2503550,"Operation Octo",107,0.981308411214953,0.973070637998108,0.972481094082502,0.971726382583848
2505200,"Shadows Labyrinth",5,0.2,0.544153575712055,0.577389205975441,0.591542153262772
2507560,"Type-NOISE: Shonen Shojo",118,0.779661016949153,0.78201426948695,0.783155104660726,0.783488700580966
2508780,"STORY OF SEASONS: Grand Bazaar",3118,0.937139191789609,0.936926824962878,0.936918006350483,0.936898009002228
2521400,"愚人船 NARRENSCHIFF",308,0.954545454545455,0.95209677027374,0.951956394663226,0.951726130503876
2522040,"Epic Trains 4",4,0.5,0.697542308926574,0.718648674108985,0.725892998606123
2522290,"Bridge Hunter",12,1,0.942169460922484,0.94043076782283,0.937160828603458
2523450,"Survivors Last Stand",9,0.888888888888889,0.864284208259485,0.867520751979498,0.866609603342275
2523720,"Gears of War: Reloaded",3923,0.613561050216671,0.61389183552567,0.613975209904609,0.614015137406624
2528800,"Talents",13,0.769230769230769,0.787862001585555,0.794623864371596,0.796263883605102
2529050,"A Doctor's Term",21,0.857142857142857,0.850562278773199,0.852955667907532,0.852766679911934
2538520,"Double Date - Yuri Visual Novel",20,1,0.959917784950884,0.95797266503423,0.955214064603747
2545710,"Tony Hawk's<U+2122> Pro Skater<U+2122> 3 + 4",1549,0.685603615235636,0.686158318337608,0.686317816206581,0.68638705109058
2548500,"Evil Doll",7,0.857142857142857,0.84351180095378,0.848817722790863,0.848639924943097
