"appid","name","is_free","positive_reviews","negative_reviews","total_reviews","raw_positive_rate","wilson_lower_95","wilson_center","wilson_upper_95","wilson_width","eb_posterior_mean","eb_ci95_lower","eb_ci95_upper","data_weight","prior_weight","eb_ci95_width","eb_shrinkage","absolute_shrinkage","eb_shrinkage_pp","raw_rank","wilson_rank","eb_rank","rank_change"
1295870,"Next Run",0,47,16,63,0.746031746031746,0.626588125633935,0.731892006450362,0.837195887266788,0.210607761632853,0.753213001060801,0.645811320010347,0.846736673312768,0.912158689877401,0.0878413101225991,0.200925353302421,0.00718125502905498,0.00718125502905498,0.718125502905498,1674,882,1725,-51
1296660,"Wartorn",0,95,35,130,0.730769230769231,0.648708569923715,0.724145793570516,0.799583017217316,0.150874447293601,0.735094924326989,0.658116856877811,0.80552858550816,0.955412166650627,0.0445878333493733,0.147411728630349,0.0043256935577578,0.0043256935577578,0.43256935577578,1696,817,1816,-120
1298430,"Warsong",0,7,3,10,0.7,0.396778147461145,0.644493440027422,0.892208732593699,0.495430585132554,0.748251820184381,0.51757002392083,0.920813557752074,0.622396454151338,0.377603545848662,0.403243533831244,0.0482518201843809,0.0482518201843809,4.82518201843809,1743,1407,1739,4
1308940,"Misc. A Tiny Tale",0,111,1,112,0.991071428571429,0.951151531691115,0.974786838493912,0.998422145296708,0.0472706136055927,0.982680838026524,0.952682405931832,0.997803039142276,0.94861448839186,0.0513855116081403,0.0451206332104434,-0.00839059054490476,0.00839059054490476,-0.839059054490476,842,37,24,818
1329030,"Puzzle - LINES AND KNOTS 3",0,12,1,13,0.923076923076923,0.666860490789004,0.826575034773224,0.986289578757443,0.319429087968439,0.892755660082402,0.724417251222178,0.985489634176629,0.681808780229511,0.318191219770489,0.261072382954451,-0.0303212629945206,0.0303212629945206,-3.03212629945206,1085,783,675,410
1330360,"Fata Deum - The God Sim",0,242,167,409,0.591687041564792,0.543413049336591,0.590833900517455,0.63825475169832,0.0948417023617292,0.59513801678453,0.547563322287366,0.641844222988156,0.985383249909532,0.0146167500904682,0.0942809007007896,0.00345097521973747,0.00345097521973747,0.345097521973747,1923,1100,2150,-227
1342490,"Daemon X Machina: Titanic Scion",0,1158,673,1831,0.632441288913162,0.610101412561685,0.632164007322933,0.654226602084182,0.0441251895224968,0.633086411048161,0.610918657282989,0.654979693211776,0.996697491265666,0.00330250873433418,0.0440610359287875,0.000645122134998455,0.000645122134998455,0.0645122134998455,1866,910,2095,-229
1342690,"Radiolight",0,374,39,413,0.905569007263923,0.873511239177015,0.901831431244584,0.930151623312153,0.0566403841351379,0.904442900523785,0.874562000195538,0.930671723579478,0.985522767003902,0.0144772329960976,0.05610972338394,-0.00112610674013791,0.00112610674013791,-0.112610674013791,1160,202,579,581
1344550,"Warspace 2",0,49,34,83,0.590361445783133,0.482857685238244,0.586364279249219,0.689870873260195,0.207013188021951,0.606533867933068,0.503640337344291,0.704894024759391,0.93188347673967,0.0681165232603304,0.201253687415101,0.0161724221499353,0.0161724221499353,1.61724221499353,1925,1245,2138,-213
1380990,"Hyper Team Recon",0,74,0,74,1,0.950650220603614,0.975325110301807,1,0.0493497793963859,0.986950663868468,0.953274154154451,0.999616937503255,0.924226773621978,0.0757732263780219,0.0463427833488038,-0.0130493361315323,0.0130493361315323,-1.30493361315323,8,39,18,-10
1386750,"Spindle",0,296,15,311,0.951768488745981,0.921956455735594,0.946256349231365,0.970556242727135,0.0485997869915411,0.949396109211566,0.922759322337026,0.970683234569263,0.980865460839694,0.0191345391603063,0.0479239122322367,-0.00237237953441505,0.00237237953441505,-0.237237953441505,952,101,182,770
1395520,"The Séance of Blake Manor",0,3466,178,3644,0.951152579582876,0.943666553254247,0.950677481068897,0.957688408883547,0.0140218556293004,0.950947524050554,0.943711279174394,0.957715858584932,0.998337857990677,0.00166214200932292,0.0140045794105385,-0.000205055532321974,0.000205055532321974,-0.0205055532321974,956,52,167,789
1408090,"The Office Type",0,3,8,11,0.272727272727273,0.0974605929002489,0.331552947038189,0.565645301176129,0.46818470827588,0.470038226005693,0.246431339738136,0.7002983310837,0.644521321079962,0.355478678920038,0.453866991345564,0.19731095327842,0.19731095327842,19.731095327842,2123,2040,2223,-100
